source,target,weight
Pisander,Polymele,1
Ilus,Paeon,1
Ilus,Assaracus,1
Ilus,Capys,1
Ilus,Erichthonius,1
Cisses,Iphidamas,1
Iphidamas,Noble Coon,1
Hypeirochus,Itymoneus,1
Hypeirochus,The Epeans,1
Deiopites,Ennomus The Augur,1
Deiopites,Hippasus,1
Deiopites,Socus,1
Ennomus The Augur,Hippasus,1
Ennomus The Augur,Socus,1
Ennomus The Augur,Asteropaeus,1
Ennomus The Augur,Thersilochus,1
Hippasus,Socus,1
Hippasus,Deiphobus,1
Socus,Wretch,1
Pylartes,Mulius,1
Itymoneus,The Epeans,1
The Epeans,Mulius,1
The Epeans,Actor,1
Mulius,Deucalion,1
Mulius,"Noble Son Of Peires , Who Had Come From Fertile Thrace",1
Mulius,Rhigmus,1
Alcathous,Deiphobus,4
Alcathous,Minos,1
Deiphobus,Minos,1
Deiphobus,King Helenus,2
Deiphobus,Othryoneus,1
Ajaxes,Sirs,1
Ajaxes,Actor,1
Ajaxes,Imbrius,1
Alcmaon,Brave Epicles,1
Actor,Imbrius,1
Actor,Alcimedon,1
Actor,Eudorus,1
Actor,Fair Polydora Daughter Of Peleus,1
Actor,Phylas,1
Actor,Polymele,1
Deucalion,Coiranus,1
Deucalion,Peneleos,1
Deucalion,"Noble Son Of Peires , Who Had Come From Fertile Thrace",1
Deucalion,Rhigmus,1
Cassandra,Othryoneus,1
Othryoneus,King Helenus,1
Minos,Alcmena,1
Minos,Perseus,1
Minos,Semele,1
Harpalion,Euchenor,1
Harpalion,The Paphlagonians,1
Euchenor,The Paphlagonians,1
Morys,Phalces,2
Morys,Hyperenor,1
Phalces,Hyperenor,1
Oceanus,Asteropaeus,1
Oceanus,King Achelous,1
Sleep,Night,1
Sleep,Pasithea,2
Sleep,Death,1
Alcmena,Perseus,2
Alcmena,Semele,1
Perseus,Semele,1
Ilioneus,Peneleos,1
Peneleos,Erymas,1
Peneleos,Lycon,1
Peneleos,Coiranus,1
Hyperenor,Panthous,1
Deiochus,Iasus,1
Deiochus,Mecisteus,1
Iasus,Mecisteus,1
Mecisteus,Epeus,1
Croesmus,Hiketaon,1
Euphorbus,Panthous,3
Euphorbus,Fate,1
Balius,Alcimus,1
Balius,Pelian,1
Alcimedon,Eudorus,1
Alcimedon,Fair Polydora Daughter Of Peleus,1
Alcimedon,Phylas,1
Alcimedon,Polymele,1
Alcimedon,Aretus,1
Eudorus,Fair Polydora Daughter Of Peleus,1
Eudorus,Phylas,1
Eudorus,Polymele,1
Fair Polydora Daughter Of Peleus,Phylas,1
Fair Polydora Daughter Of Peleus,Polymele,1
Phylas,Polymele,1
Erymas,Lycon,1
Erymas,Erylaus,1
Fate,Folly,1
Asteropaeus,Thersilochus,2
Asteropaeus,Pelegon,1
Asteropaeus,King Achelous,1
Alcimus,Pelian,1
Assaracus,Capys,1
Assaracus,Erichthonius,1
Capys,Erichthonius,1
"Noble Son Of Peires , Who Had Come From Fertile Thrace",Rhigmus,1
Laothoe,Orion,1
King Achelous,Niobe,1
