chapter,method,input_tokens,output_tokens,elapsed_time
52,1000_all_gpt-4o-mini_individual,35074,1264,46.1502583026886
46,1000_all_gpt-4o-mini_individual,45722,2411,98.94393801689148
47,1000_all_gpt-4o-mini_individual,73594,4900,162.3929922580719
53,1000_all_gpt-4o-mini_individual,50794,3336,104.4316041469574
45,1000_all_gpt-4o-mini_individual,30542,2289,70.81464338302612
51,1000_all_gpt-4o-mini_individual,34318,2143,76.23405313491821
50,1000_all_gpt-4o-mini_individual,39214,2542,87.79431581497192
44,1000_all_gpt-4o-mini_individual,36786,1891,67.92881369590759
40,1000_all_gpt-4o-mini_individual,29754,1774,57.35640907287598
54,1000_all_gpt-4o-mini_individual,26716,1545,52.89859390258789
55,1000_all_gpt-4o-mini_individual,47758,2794,101.9214687347412
41,1000_all_gpt-4o-mini_individual,38804,2463,85.09130883216858
57,1000_all_gpt-4o-mini_individual,27830,1587,46.58340549468994
43,1000_all_gpt-4o-mini_individual,77374,4070,149.7114064693451
42,1000_all_gpt-4o-mini_individual,33386,1582,68.05082273483276
56,1000_all_gpt-4o-mini_individual,45222,2894,91.74290204048155
19,1000_all_gpt-4o-mini_individual,30446,1492,60.06151103973389
31,1000_all_gpt-4o-mini_individual,25540,1838,61.34289264678955
25,1000_all_gpt-4o-mini_individual,29184,1904,91.31335043907166
1,1000_all_gpt-4o-mini_individual,13066,987,28.718271017074585
24,1000_all_gpt-4o-mini_individual,33038,1852,61.38921546936035
30,1000_all_gpt-4o-mini_individual,20730,1649,53.59888029098511
18,1000_all_gpt-4o-mini_individual,87950,5448,200.79693055152893
26,1000_all_gpt-4o-mini_individual,39028,2082,78.38323616981506
32,1000_all_gpt-4o-mini_individual,24896,1413,68.28737878799438
3,1000_all_gpt-4o-mini_individual,29700,2236,70.61393475532532
2,1000_all_gpt-4o-mini_individual,12754,1182,37.87717413902283
33,1000_all_gpt-4o-mini_individual,30156,1952,69.29621911048889
27,1000_all_gpt-4o-mini_individual,21360,1123,44.31976819038391
23,1000_all_gpt-4o-mini_individual,28422,2268,70.82940435409546
37,1000_all_gpt-4o-mini_individual,22198,1286,42.093913555145264
6,1000_all_gpt-4o-mini_individual,36610,2165,75.90976929664612
7,1000_all_gpt-4o-mini_individual,35812,2341,85.13408923149109
36,1000_all_gpt-4o-mini_individual,31468,1419,55.432002782821655
22,1000_all_gpt-4o-mini_individual,28312,1627,50.442023038864136
34,1000_all_gpt-4o-mini_individual,34874,1705,195.04294180870056
20,1000_all_gpt-4o-mini_individual,25094,1779,57.1295473575592
5,1000_all_gpt-4o-mini_individual,17912,1076,35.52986025810242
4,1000_all_gpt-4o-mini_individual,17968,1094,43.00848531723023
21,1000_all_gpt-4o-mini_individual,39076,1975,66.77868914604187
35,1000_all_gpt-4o-mini_individual,31212,696,27.893983364105225
38,1000_all_gpt-4o-mini_individual,17692,1073,37.71308970451355
10,1000_all_gpt-4o-mini_individual,35998,2321,71.61386227607727
9,1000_all_gpt-4o-mini_individual,30962,2486,81.47109842300415
8,1000_all_gpt-4o-mini_individual,32012,2300,70.60883259773254
11,1000_all_gpt-4o-mini_individual,27624,1858,60.69099426269531
39,1000_all_gpt-4o-mini_individual,28498,1871,60.06212139129639
13,1000_all_gpt-4o-mini_individual,27376,2144,61.96869349479675
12,1000_all_gpt-4o-mini_individual,11656,856,28.87892866134644
16,1000_all_gpt-4o-mini_individual,64834,3338,117.9172191619873
17,1000_all_gpt-4o-mini_individual,21504,1713,53.43346619606018
15,1000_all_gpt-4o-mini_individual,27230,2143,63.17654967308045
29,1000_all_gpt-4o-mini_individual,39206,2978,92.72374725341797
28,1000_all_gpt-4o-mini_individual,20938,1313,42.07027983665466
14,1000_all_gpt-4o-mini_individual,18212,1037,37.985878705978394
58,1000_all_gpt-4o-mini_individual,38562,1760,75.9420371055603
59,1000_all_gpt-4o-mini_individual,41596,2606,92.02856826782227
61,1000_all_gpt-4o-mini_individual,25300,1694,55.5788733959198
49,1000_all_gpt-4o-mini_individual,35104,2334,111.2438452243805
48,1000_all_gpt-4o-mini_individual,42554,2646,83.2532639503479
60,1000_all_gpt-4o-mini_individual,27724,1356,57.31357145309448
